mention_type,mention,pred
2,"similac dành cho trẻ thiếu thág nhẹ cân , mình thấy hơi khó uống @ @",4.764993667602539
2,pediasure úc đi mom,4.431264400482178
2,nguyễn hoa quỳnh anh con e cung thế nàk . ăn đc ma k len kí . bé con uố g sua k ? c cho bé uong thử sua nutren xem . sữa này ytá bv nhi đồng chỉ ák . cb k có bán . e thay tiệm sữa lớn ở cai lậy có ak,4.454554080963135
2,fisolac gold đó mom,2.6781814098358154
2,optimum gold ok nha mom,1.7097063064575195
2,friso cung be y khon lon,5.112814903259277
2,cho be uong fiso good uong dam them thui sua me van ka chính nha,3.1709847450256348
2,"trc cho uống similac táo bón đi ị phân cứng như cục bi sắt , nên đổi wa meiji nhưng sữa này f pha nóng __d__ độ r làm nguội mà bé nhà mình đói là la làng la lửa , nên đổi wa frisolac tại trc bầu cũng uống friso . s đi khám mới bít bị rối loạn tiêu hóa bs mới cho uống nan suprime",4.808775901794434
2,"dòng sữa này nếu muốn dùng thì nên trên __d__ tuổi thì cho uống vì sữa ngọt và dễ táo bón.trẻ dưới __d__ tuổi có nhiều sữa vừa mát vừa tăng kg như friso , nan , glico , aptamil.theo ý mình là vậy",4.668366432189941
2,mom tìm hiểu sữa similac hmo thử xem có hợp với bé hông rồi mua về cho bé uống thử xem . với lại mom cũng thay đổi chế độ ăn thường xuyên để bổ sung thêm dưỡng chất cần thiết cho bé nữa nghen .,1.8413480520248413
2,enfa cũng tốt.mình cho uống similac,1.7137082815170288
2,similac đi m. bé mình cả tháng k lên đc __d__kg . thế mà uống similac __d__ ngày lên đc __d__ lạng á,2.42037034034729
2,c cho bé uống thử similac neosure of mỹ ý. cũng có dangn nước vs bột . dùng ok hơn ý,3.7485909461975098
2,"căn bản bé phải hợp sữa vs hấp thu tốt thì mới tăng cân tốt đc mom ak , mom tham khảo physiolac , pediasure , glico xem , mình thấy các mẹ khen sữa í",1.9462858438491821
2,similac tâng cân mà k bón nhé mom,3.4428043365478516
2,"mát thì có nan , friso ... quan trọng bé hợp với sữa nào như bé nhà mình hợp với friso tiêu hóa tốt , tăng cân ổn nhìn tvia",1.8921241760253906
2,hồ thị bich thu sửa bột similac chị ơi,1.7838172912597656
2,"mẹ dùng sữa similac thử đi , mình thấy nhiều người khen nè . mà nghe bảo thành phần sữa cũng tốt cho các bé nữa , tăng cân lại có sức đề kháng .",3.0059356689453125
2,"bé bị táo thì mom nên cho bé uống men vi sinh himita thì sẽ cải thiện tiêu hoá , đổi sang sữa optimum xem",2.054880142211914
2,xuân nguyễn mua __d__ml nha chị,2.9296555519104004
2,thùy dung vậy chuyển pampers thử xem mom,1.7688064575195312
2,muốn mua pediasure mình thấy trên fb có page của hãng mua ở đó cho an tâm,2.532430410385132
2,chuyển qua fiso gold xem bạn . bạn và hap thu tốt,3.7031517028808594
2,vân đoàn m thử similac iq hmo chưa ? sữa này có đề kháng cao gần giống nhất vs sữa mẹ .,3.1115810871124268
2,"mình thấy nhiều mẹ khuyên dùng sữa friso đó mom ơi , mom thử tham khảo cho con nhé",1.762811303138733
2,"diệp lam mom mua hộp nhỏ cho con thử trước xem hợp ko . sữa này tốt , nhiều mẹ cũng dùng",2.309001922607422
2,"cháu mình ăn bột friso thấy tiêu hóa tốt và bé cũng hợp tác nữa , mom tham khảo thử xem",2.401270866394043
2,"sữa friso nha mom ơi , bé nhà mình uống sữa friso thấy ok lắm nè",4.317349433898926
2,bạn cho bé uống friso đi nhiều mẹ khen sữa friso lắm con mình đang dùng mình thấy tốt,4.196715354919434
2,chị mua aptamil nan hoặc humana morinaga cũng dx,1.7371963262557983
2,ngoc lam vô đây tham khảo dòng sữa này nè,3.882786512374878
2,nan tôt hơn optimum về vấn đề đường ruột và k táo ... .còn optimum hơi nóng bé e ún k lên cân fai đổi ... cơ địa mỗi đứa khác nhau nữa ạ,2.556065082550049
2,"bé trên __d__ tháng thì mom cho bé uống men himita cho cải thiện tiêu hóa , chứ đi ngoài suốt thì sao lớn đc , thử sữa optimum xem",2.6523118019104004
2,"vote enfa a+ nhé , vị nhạt giống sữa mẹ , bé nhà e đang ti tăng cân đều",1.83270263671875
2,similac di mom,1.6893231868743896
2,mom thử đổi sang similac xem ntn nhe . cu nhà mình use đấy,1.721045732498169
2,mn thử kid estelen hoặc pedia sure và cilien junior xem,1.7041336297988892
2,"mom chuyển sang cho con dùng sữa nhật đi , dùng dòng morinaga ấy , bé nhà mình dùng ổn lắm",3.4563815593719482
2,be nha minh su dung similac di phan tot lam.ngay di __d__ lan,4.263737678527832
2,"cũng có thể bé ko hợp với loại sữa đang dùng nha mom , mom thử chuyển qua dùng similac của abbot xem sao vì con em cũng hay bị táo cái em đổi qua hẳn dòng sữa mới luôn và bé dùng rất thích còn tăng cân đều đều nữa chứ",4.358495235443115
2,"mình thấy các mẹ cho con uống sữa friso nhiều đó mom ơi , mom thử cho con xem sao , sữa friso mát , con có hệ tiêu hóa tốt",5.265688419342041
2,similac hoặc enfa,1.6918869018554688
2,van phong đúng rồi nếu các bé mà hay bị nôn trớ thì nên dùng sữa frisolac gold comfort này bạn à. nhiều mẹ đi khám cho bé được bs khuyên dùng luôn,1.9075721502304077
2,"mom cứ thử enfa a+ cho con xem sao , con m dùng thấy con hấp thu tốt , bé ăn uống khá , con lanh lợi hơn hẳn , ph triển toàn diện",2.0287394523620605
2,"bé được mấy kg mom ? mình thì dùng cho con mình friso với enfamil . sữa này thiên về pt toàn diện chứ k tăng cân nhiều , mom muốn nhanh tăng cân thì dùng similac hoặc sữa việt ấy , rẻ mà tăng kg nhiều",4.094384670257568
2,"hổm rầy mưa nắng thất thường nên trẻ con cũng dễ bệnh lắm nè . mom coi chăm bé kĩ xíu nghen chứ bệnh hoài cũng tội . mom đổi thực đơn ăn của bé để bổ sung thêm miễn dịch kết hợp với uống sữa tăng sức đề kháng thử xem . mà mình nghĩ mom nên mua sữa similac hmo á , tại mình cũng đang dùng thấy ok lắm nè . kaka",2.0175228118896484
2,mom tham khảo dòng friso ptrien toàn diện đấy a,1.9914509057998657
2,hương lê mua sữa pediasure nè tốt lắm á,1.928138017654419
2,"dòng similac hiện tượng vậy là hỏng mom nhé , tớ dùng cho con và cũng bị một hộp còn một it thì bị vậy",2.958390474319458
2,"hằng nguyễn mom thử đổi enfamil xem sao , enfa nó thơm hơn similac đây mom , similac nó tanh , tại lúc ở cử e kh ra ngoài đc nên bà ngoại đi mua , mua loại similac nên e để cho uống luôn , bé e sinh nhẹ cân chứ sương gió giữ lắm mà vẫn kh đau ốm gfi",1.9215017557144165
2,nan cug dc đó mẹ,1.690028429031372
