mention_type,mention,pred
2,nen sai similac dah cho tre thjeu thág ít kg,4.939139366149902
2,"bé thích nhạt thì b thử nutrilon , còn ngọt thì có friso , similac gold nhé m !",6.115625858306885
2,hương lê mua sữa pediasure nè tốt lắm á,5.038861274719238
2,mom thử đổi sang similac xem ntn nhe . cu nhà mình use đấy,5.036008358001709
2,"mình thấy similac ổn , tại sữa này còn mình uống không bị táo nữa . mom tìm hiểu thử xem .",5.009765148162842
2,c uống matila hoặc ensure vào con rất nhiều .,8.130958557128906
2,be __d__thang uống similac newpro cham len can uống sua nao len can tot,4.947339057922363
2,"bạn mua similac dành cho nhẹ cân sinh non , bé nhà mik đẻ __d__.__d__kg giờ __d__kg con khổ sở tự ăn kiêng",8.606009483337402
2,"similac mới có hmo đấy mom , bs khuyên mình nên cho con uống vì sữa đấy có vị nhạt gần giống sữa mẹ bé dễ uống mà tp dinh dưỡng có hmo tăng đề kháng tốt . mom xem mua dùng thử nhé",5.033849716186523
2,nan nga mát nhưng nó k lên cân bằng similac nk.p,5.96132755279541
2,có sữa similac dành cho bé sinh non nhẹ cân đoa mom,5.086758613586426
2,"bé mk __d__thang __d__kg ruoi , mom mua optimum gold cho bé uống xem.con mk uống hợp lăm.ko bị táo bón , ko bị nôn trớ , uống từ bé đến gio",5.592952728271484
2,n uong similac hihi,8.112974166870117
2,"bé được mấy kg mom ? mình thì dùng cho con mình friso với enfamil . sữa này thiên về pt toàn diện chứ k tăng cân nhiều , mom muốn nhanh tăng cân thì dùng similac hoặc sữa việt ấy , rẻ mà tăng kg nhiều",5.005964279174805
2,mom giong con minh cung uong similac di phan xanh ne . mom cho uong similac loai gi . cua minh similac newborn . be mom may thang roi,5.075627326965332
2,mom dùng similac xem . nhiều mẹ review lên cân tốt . dùng hàng nội địa của canada mát mà ko bị táo bón,5.369743824005127
2,mom cho uong similac nước mùi vị giống y sữa mẹ,4.995420932769775
2,anna tran ừa m cũng địh đổi nan hoặc friso . m cứ thử optimum trc thử . hj,4.947445869445801
2,friso á mom,5.717373847961426
2,m thủ dùng anfa a+ di,5.039973258972168
2,phương quỳnh mjnh cho uong enfamil àk m .,5.031044006347656
2,thế thì cứ mua sẵn cho con __d__ hộp friso đi mẹ . cứ ngày __d__ ly sữa là khỏi phải lo gì cho con nè,4.985251426696777
2,"bạn tham khảo dòng này xem , hoặc có dk thì cho con ăn yến chưng",5.079678535461426
2,be nha minh su dung similac di phan tot lam.ngay di __d__ lan,6.034236907958984
2,thương lắm m. m cho uống nan ha cũng tốt,5.038861274719238
2,similac hoặc enfa,5.038861274719238
2,truc thanh đổi sua nay thu cho be di c,4.983778953552246
2,"mom than khảo dòng friso hoặc semper nga ! đáp ứng dx tiêu chí : ngon , thơm và ko thấy review bón mom ak !",7.834486961364746
2,black more hoặc pediasure,6.338199615478516
2,optimum ak mom,5.057286262512207
2,hồi đó con chị uống sữa này không được . cơ địa k hợp . chị cho uống nan pro cũng ok lắm,8.840599060058594
2,"similac mới á , similac hmo , cái này còn giúp tăng đề kháng cho con nữa",5.250937461853027
2,phùng phương thảo mua cho min này c,6.925270080566406
2,"nếu bé trên __d__tuoi thì b thử dòng enfagrow mỹ , sữa mát ko bón mà dha rất cao , phát triển trí não",5.497784614562988
2,hoàng lan be m may kg roi m .minh cung cho be uong enfamil ne,6.467160224914551
2,mẹ chọn similac hmo i. loại này mát con uống ko bị bón với có cả hmo thành phần dưỡng chất trong sữa mẹ đó .,9.076738357543945
2,optimum gold ok nha mom,5.083533763885498
2,"pediasure đi mom . con mình dùng đc gần __d__thg thấy chủ động ăn uống hơn mà cũng lên cân , ko táo .",5.5113911628723145
2,"mom tìm hiểu sữa similac hmo của abbott thử xem , thấy nhiều người khuyên dùng sữa này nè .",5.03958797454834
2,thu mua nha,6.986067295074463
2,"similac bón nha mẹ , do bé nhỏ chưa hấp thụ dc đâu mom cho uống nan đó bé tiêu hoá tốt hoen",5.313748359680176
2,friso hoặc semper nga nhé,7.558926582336426
2,bam dung pha sua dac qua .dung sua friso,8.933710098266602
2,sữa mát mà tăng cân đều thì m thử tham khảo enfa a+ nha,5.03598165512085
2,"sữa việt thì có friso , enfamil , similac",5.949061393737793
2,ngọt thì mom mua uptimum đó béo còn hưu cao cổ ngọt ko béo,6.00897216796875
2,cả nan và friso đều k tăng cân mom ạ mh chuyển qua sữa này thấy tốt hơn nhé,8.013303756713867
2,trâm ruby 's đổi friso thử đi mom,6.280406951904297
2,enfamil nha mom.. tuy mắc nhưng tăng cân tăng sức đề kháng cho trẻ và nhiều chất làm trẻ thông minh nữa,8.77457332611084
2,nan m dùng nan việt hay nga v m. m mua bnhiu . ở đâu v ah . con mình cũng dùng mà thấy bột k dc mịn,6.836017608642578
2,mom tìm hiểu sữa similac hmo thử xem có hợp với bé hông rồi mua về cho bé uống thử xem . với lại mom cũng thay đổi chế độ ăn thường xuyên để bổ sung thêm dưỡng chất cần thiết cho bé nữa nghen .,5.028033256530762
2,sữa nan __d__ cho bé bao nhiêu ạ,7.608168601989746
2,xuân nguyễn mua __d__ml nha chị,5.490601062774658
2,pediasure 😱😲,5.249289512634277
2,con m uống nan,7.351870059967041
2,"bé nhà m cũng dùng sữa nan từ khi sinh..đến __d__ tháng thì m thấy bé lên cân chậm.. mặc dù vẫn đủ chỉ tiêu nhưng thấy bé gần như ko lên cân . nên m cũng đổi sữa cho bé , biết đâu có sữa hợp hơn . m chuyển sang sữa enfamil thì thấy trv bé tăng cân ổn hơn mom ạ.. mom thử tham khảo xem .",5.351455211639404
2,similac đi mom cung hãng của pediasure ln,5.038861274719238
2,mom tham khảo dòng friso ptrien toàn diện đấy a,4.99915075302124
