mention_type,mention,pred
2,sữa cho trẻ hơn __d__tuổi hộp to bao nhiêu tiền .,2.3539469242095947
2,hộp __d__g bao tiền b,2.68485426902771
2,tuyệt vời stb shb < img src= '' http : //f__d__.comstyles/yahoo/__d__.gif '' class= '' mcesmilie '' alt= '' : drm '' title= '' drinking smiley : drm '' > < img src= '' http : //f__d__.comstyles/yahoo/__d__.gif '' class= '' mcesmilie '' alt= '' : drm__d__ '' title= '' drinking smiley : drm__d__ '' >,3.6078524589538574
2,sony __d__ . __d__k bao nhiêu tiền,2.633420467376709
2,cho xin bao gia dieu hoa dakin __d__ inveter ban bao nhieu vay,2.592667818069458
2,"ad ơi , dong sam smart __d__k giá ntn",2.7334423065185547
2,lon bột __d__g bn,3.3177647590637207
2,báo giá tổng hết bao nhiêu,2.1360321044921875
2,"__d__pl__d__gb màu đỏ fbt , máy mới giá bao nhiêu ?",3.0208702087402344
2,máy giặt giá như thế nào ạ,2.958286762237549
2,bằng tiền mua con pcx ngon hơn chứ nhỉ < img src= '' http : //vozforums.com/images/smilies/off/sexy_girl.gif '' border= '' __d__ '' alt= '' '' title= '' sexy girl '' class= '' inlineimg '' >,2.2529137134552
2,ss s__d__ egd bn vậy,2.3073887825012207
2,__d__chai nuoc mam gia bn ạ,3.5555834770202637
2,optimum gold __d__ giá bao nhiêu ạ,2.155301809310913
2,check giùm mình xem dòng tv ss __d__k nu__d__ có còn hàng ko,3.252809524536133
2,loại __d__g ở thế giới sữa bán giá __d__k . cửa hàng bán lẻ là __d__k . vậy mà đây đắt thế nhỉ ?,3.482055425643921
2,son giá bn c,3.490872383117676
2,__d__ con moi con bao nhieu kg vay,2.531217575073242
2,bộ hộp đựng cocacola bao nhiêu,2.4963457584381104
2,sony __d__x__d__f giá bao nhiêu,2.578677177429199
2,em ơi con như này màu đen bao nhiêu tiền à,2.857328414916992
2,giá shop oi,3.131526231765747
2,x __d__ f . __d__ in gia bao nhieu ban,2.7898478507995605
2,samsung bn ah,3.1014811992645264
2,sony __d__ __d__f bao nhieu ban oi,2.2923872470855713
2,abbott grow __d__ có giá bao nhiêu à .,2.1718177795410156
2,huyền huyền kb mấy củ chị nhỉ,2.1164238452911377
2,sữa ovaltine được bổ sung thêm dha thì giá có khác sữa cũ ko cậu ?,1.9903393983840942
2,giá optimum gold số __d__ nhiu b ? tã quần husgie xl__d__ giá nhiu ?,2.5391111373901367
2,sữa dành cho mấy tháng tuổi và bn tiền ak,2.206718921661377
2,em __d__ nay gia bao nhieu vay sony,2.626330614089966
2,sữa nan nga bn vậy ?,2.5088555812835693
2,m quần giá bn b,2.7217533588409424
2,s vậy bị gj vậy bn gia,3.278090476989746
2,__d__ in gia bao nhieu vay ban,2.043879985809326
2,đaikin __d__ chiều __d__btu giá bn ạ,3.1821556091308594
2,cho hỏi abot grow __d__ giá s v,2.5902481079101562
2,sữa nan __d__ cho bé bao nhiêu ạ,2.4721858501434326
2,diên hồ oh bn ah e,3.684539318084717
2,"mom cho con dùng từ tháng mấy , bao nhiêu __d__ hộp ạ",2.2799060344696045
2,@ hồ nguyễn thanh hải : mua hom đo gia bao nhieu b,2.294480085372925
2,sh ý __d__ < img src= '' http : //vozforums.com/images/smilies/off/cry.gif '' border= '' __d__ '' alt= '' '' title= '' cry '' class= '' inlineimg '' >,2.3347740173339844
2,cho mình hỏi máy giặt tosiba __d__kg bao tiền ạ,3.4776833057403564
2,xaomi nót__d__ giờ bao nhiêu tiền e nhỉ,2.4625558853149414
2,"@ thanh sơn : nếu không lấy khuyến mãi có đc giảm giá trên sản phẩm không bạn , nếu có thì giảm bao nhiêu vậy",2.0489299297332764
2,con đó giá sao b ơi ?,2.545553684234619
2,giá nhiu,3.3924314975738525
2,ti vi __d__ inch kd __d__x__d__e gia bao nhiêu vây,1.9717257022857666
2,tã dán huggies l__d__ giá bn vậy ạ,2.1224231719970703
2,"bao nhiêu tiền __d__ lốc sữa , và nếu mua __d__ thùng thì có giảm hơn ko ạ ? cho em xin giá lun ạ. em cảm ơn !",2.4280431270599365
2,bn __d__ lon aptamil anh,2.5423271656036377
2,loại __d__ giá bn vậy ?,2.1233365535736084
2,sữa similac bn v c,3.157695770263672
2,shop ơi cho xin giá vs ạ,2.4133849143981934
2,bn vay,2.312800645828247
2,bao nhju __d__ hop vay,2.3832638263702393
2,frisolac gold step __d__ __d__g giá thế nào ạ,2.4558186531066895
2,gia bao nhieu v,2.310361385345459
2,bn vay e oi,3.39747953414917
2,"samsung s__d__ , samsung j__d__ prime , samsung j__d__+ , samsung s__d__+ , samsung j__d__ pro , samsung j__d__+ / __d__",2.2832672595977783
2,giá bn nhể ?,2.919914722442627
2,mình muốn hỏi tv của lg có giảm giá gì không ?,1.9287350177764893
2,hcm in chon bao nhieu vay,2.4058709144592285
2,__d__ sony bao nhieu e,1.9817860126495361
2,"chuong trinh doi cu lay moi , tivi tcl led , __d__ inch tinh gia doi bao nhieu",2.345097780227661
2,bán cho kai đi . gia bn hàng cũ hay moi . chinh hãnh ko,3.442138671875
2,cho e hoi hop lon bao nhieu fien vay,2.4641048908233643
2,mua với giá bao nhiêu thì được freeship vậy chị ?,2.0348963737487793
2,cho hoi tai shop minh gia sua friso gold lac tu __d__ den __d__ thang gia bao nhieu a,2.5748534202575684
2,cho xin cái giá đi,2.8357603549957275
2,bao nhiêu __d__ lon sữa pediasure vậy chị ?,2.2605297565460205
2,mua __d__lon friso gold __d__ __d__g thi gia bap nhieu ah,2.8395509719848633
2,cho mình hỏi nếu mình mua online thì tủ lạnh model này giá bn vậy ? có khuyến mãi gì kg ?,2.4393186569213867
2,giá sữa ntn vậy shop,3.1541848182678223
2,samsung a__d__ giá giảm còn bao nhiêu shop,2.2729380130767822
2,thuyan duong pediasure mom mua bn vậy,2.825350522994995
2,< iframe width= '' __d__ '' height= '' __d__ '' frameborder= '' __d__ '' > < /iframe > < br > nghe cho vui ae ơi : v < div class= '' messagetextendmarker '' > < /div >,3.3907768726348877
2,sữa này giá có cao không chị ? bé nhà e thấp còi uống ổn không c,2.336782455444336
2,enfamil hộp bao nhiêu gram ? giá bao nhiêu ?,2.151993751525879
2,"tã dán cho bé __d__,__d__ kg giá bán ạ",2.41205096244812
2,bn __d__ hop v,2.60983943939209
2,mua __d__lon optimum gold __d__ bn tiền vậy ? nếu mua nhiều có tính giad khác k ?,2.4591867923736572
2,bao nhieu __d__ lon vay cty,2.4552247524261475
2,< span class= '' reply_name myuser '' data-userid= '' __d__ '' > @ ha nguyendinh < /span > : __d__ xác,3.6891050338745117
2,dulichvui__d__ giảm bao nhiêu vậy chị,3.0133819580078125
2,cho hỏi giá,2.0883290767669678
2,khuyến mãi __d__k là được giảm giá trực tiếp trên đơn giá hay sao đmay ?,2.992241859436035
2,cái giá nhiêu z a ? ? ? ?,2.0788652896881104
2,hộp sô __d__ giá bao nhiêu vậy .ở hoài đức có đai li nào ko vậy,2.052839994430542
2,< iframe width= '' __d__ '' height= '' __d__ '' frameborder= '' __d__ '' > < /iframe >,2.798168420791626
2,sữa pediasure bao nhiêu,2.151815414428711
2,cho hoi gia ban bao nhiu pt,3.012455940246582
2,hi vọng sam đừng bán giá cao . __d__tr đổ về thôi . < div class= '' messagetextendmarker '' > < /div >,3.102531909942627
2,tã quần bobby xxl giá sao ạ,3.641353130340576
2,xin hỏi sự khác biệt giữa smart tv và internet tv ạdòng nào cao cấp hơn ạ,3.148576259613037
2,giá bn __d__ thẻ ạ,3.0082387924194336
2,"cụ cho em hỏi con < b > smart tivi sharp __d__ inch lc-__d__le__d__x , full hd , android < /b > dùng tốt hơn samsung , lg ko , giá chỗ cụ thế nào ạ ? < div class= '' messagetextendmarker '' > < /div >",2.489871025085449
2,khoa lê cho cái giá đi,2.8107948303222656
2,"sony có dòng nào __d__k , tần số quét thực __d__hz , không cần smart không ? < div class= '' messagetextendmarker '' > < /div >",2.571756601333618
2,"pass hay sao ạ , giá sao ạ",2.6088039875030518
2,pediasure vị socola bn hộp z chị,2.6574289798736572
2,cho t hỏi pediasure lon __d__g bao tiền ?,2.0518648624420166
2,không biết giá thế nào,2.3212218284606934
2,không bao giờ mua với giá đó . dù mình rất thích sản phẩm của samsung < div class= '' messagetextendmarker '' > < /div >,2.3772010803222656
2,sữa glico giảm bao nhiêu z ạ,2.6459383964538574
2,cho e hỏi . mua trả góp sản phẩm này thì cần trả trước bao nhiêu . và tiền góp mỗi tháng là bao nhiêu . và trong thời gian mấy thang ah,3.0086519718170166
2,gia nhiêu chi,3.6653122901916504
2,huyhoang__d__ @ gmail.com xin bao giá,3.5550413131713867
2,không lấy thùng cocacola mà trừ vào giá máy có được không ạ,2.0144286155700684
2,cho vay tiền,3.208566665649414
2,abbott grow vietnam giá bn chị,2.9692859649658203
2,an nhiênn nan nga bn hộp mom,2.413928270339966
2,sua meji so __d__ bao nhieu ạ,2.886671543121338
2,giá bn ad ơi,2.871096134185791
2,similac . __d__ . hop __d__g bao nhieu vay .,2.2919516563415527
2,boby giá bnhieu ạ,3.4655768871307373
2,giá rẻ thì lg chứ đừng chơi ss . muốn chất ảnh đẹp hơn thì sony . ss màu chán òm . lg trùm phân khúc tv rẻ,3.6780953407287598
2,jungha kim bán bao nhiêu,2.0508360862731934
