mention_type,mention,pred,pred2
2,"trịnh duy lâm ơi , hiện tại dòng x__d__f có __d__ kích thước __d__ '' ( giá __d__,__d__,__d__ vnđ ) và __d__ '' ( giá __d__,__d__,__d__ vnđ ) bạn nhé , mời bạn xem thêm thông tin về sản phẩm ở đây : http : //www.sony.com.vn/electronics/tivi/x__d__f-series/specifications",2.950800657272339,5.461611270904541
2,giá bao nhiêu v,2.1384639739990234,4.809703826904297
2,grow __d__ giá bao nhiêu,2.0069947242736816,4.7198286056518555
2,giá bao nhiu shop,2.197222948074341,4.637434482574463
2,enfa grow bao nhiêu,2.0960693359375,4.573000907897949
2,frisolac gold __d__ gia bao nhieu vay,2.5295257568359375,4.941806793212891
2,giá bn b ?,2.699418783187866,4.7938551902771
2,__d__ con moi con bao nhieu kg vay,2.531217575073242,5.2538957595825195
2,máy giặt giá như thế nào ạ,2.958286762237549,5.580477714538574
2,an nhiênn nan nga bn hộp mom,2.413928270339966,4.614385604858398
2,bổ ích < div class= '' messagetextendmarker '' > < /div >,3.2160494327545166,5.082371234893799
2,@ lương giá kiệt : chẳng hạn như acs giá cũng cao hơn so với dòng tivi khác.ngoài samsung ra tivi nào góp ngân hàng acs cũng chênh lệch giá bán __d__k hết.dòng samsung thì ngược lại..cũng là chung __d__ ngân hàng mà,2.448141098022461,5.188675403594971
2,meji __d__-__d__ __d__g bn vậy,2.7291324138641357,5.15815544128418
2,< blockquote class= '' messagetext selectquotecontainer ugc basehtml '' > tv oled thì cứ chọn lg ấy bác sony nó đâu sản xuất được tấm nền oled đâu toàn mua của lg về thôi ah . < div class= '' messagetextendmarker '' > < /div > < /blockquote >,3.641246795654297,5.621126651763916
2,nguyễn hải đăng giá bao nhiêu,2.572002410888672,5.482491493225098
2,giá bn br ?,2.640960931777954,4.742745876312256
2,bn vay chi,2.7868306636810303,5.013677597045898
2,sữa grow nay bao nhiêu __d__ thùng chị trang nhỉ ?,2.161620855331421,4.573212146759033
2,hộp __d__g bao tiền b,2.68485426902771,5.409973621368408
2,mình muốn hỏi tv của lg có giảm giá gì không ?,1.9287350177764893,4.662445068359375
2,bao nhiêu __d__ lon sữa pediasure vậy chị ?,2.2605297565460205,5.202515125274658
2,__d__sp __d__g bn shop,3.2483391761779785,5.117328643798828
2,merries bao nhiu ạ,2.990844964981079,5.154578685760498
2,giá nhiu,3.3924314975738525,5.130903720855713
2,loại mới này giá sao em ?,2.740046739578247,5.41162109375
2,< img src= '' https : //cdn.otosaigon.com/attachments/__d_____d_____d___n-jpg.__d__/ '' title= '' __d_____d_____d___n . '' alt= '' __d_____d_____d___n . '' class= '' bbcodeimage lbimage '' > < br > đội hình này sáng nhất phố,3.1631860733032227,5.176018714904785
2,tivi sony có giảm giá ko,4.2387285232543945,5.73929500579834
2,huyhoang__d__ @ gmail.com xin bao giá,3.5550413131713867,5.3859992027282715
2,dulichvui__d__ giảm bao nhiêu vậy chị,3.0133819580078125,4.916200637817383
2,xe__d__đen nham giá bao nhiêu ah,2.337026596069336,4.569457530975342
2,tu lanh sam sung __d__l nhieu vay chi,2.633157253265381,5.461247444152832
2,__d__ in gia bao nhieu vay ban,2.043879985809326,4.665412425994873
2,xaomi nót__d__ giờ bao nhiêu tiền e nhỉ,2.4625558853149414,4.725689888000488
2,giá e,3.4163479804992676,5.1748809814453125
2,similac __d__ __d__gr gia bao nhieu vay ad ?,2.3217432498931885,4.641655445098877
2,samsung cứ nhường thị phần cho tàu với vsmart đê < img src= '' http : //tinhte.vnstyles/default/xenforo/clear.png '' class= '' mcesmiliesprite mcesmilie__d__ '' alt= '' : d '' title= '' big grin : d '' > để công sức bán chip lãi cho nhiều < div class= '' messagetextendmarker '' > < /div >,3.1956305503845215,5.508204460144043
2,báo giá tổng hết bao nhiêu,2.1360321044921875,5.062124729156494
2,giá bao nhiêu ban,2.111354112625122,4.830982208251953
2,giá bao nhiêu vậy adidas ơi ?,2.491417646408081,4.841296672821045
2,chị ơi bao nhiêu vậy ạ,3.1198740005493164,5.7358293533325195
2,cho e hỏi . mua trả góp sản phẩm này thì cần trả trước bao nhiêu . và tiền góp mỗi tháng là bao nhiêu . và trong thời gian mấy thang ah,3.0086519718170166,5.574383735656738
2,pediasure giảm bn,3.370647668838501,5.096252918243408
2,hoàng trinh maka bn ơi . sản phẩm mới đưa ra hnay bn ak . bn có thể liên hệ tổng đài check thông tin,3.4035651683807373,5.695565223693848
2,samsung __d__in __d__k gia the nao b,3.821078062057495,5.43118143081665
2,__d__thung milo gia bnhiu vay,3.9975709915161133,5.747298717498779
2,giá synflorix bn vậy,2.976752996444702,4.917506694793701
2,"chuong trinh doi cu lay moi , tivi tcl led , __d__ inch tinh gia doi bao nhieu",2.345097780227661,4.692368030548096
2,sữa glico giảm bao nhiêu z ạ,2.6459383964538574,4.676732063293457
2,giá bn ad ?,2.695493698120117,4.7771453857421875
2,bn m,3.127983570098877,4.999422073364258
2,còn của mình là ss a__d__+ thì sẽ bù bao nhiêu ?,3.178790807723999,5.561984062194824
2,"con này giá sao vậy ông , __d__ camera vậy chụp ảnh thì đẹp lắm nhỉ ?",2.2738349437713623,4.798103332519531
2,cho t hỏi pediasure lon __d__g bao tiền ?,2.0518648624420166,4.945072174072266
2,mua lấy hàng khuyến mãi lúc nào các cửa hàng cũng nâng giá lên . không lấy hàng khuyến mãi thì gía khác . lấy khuyến mãi thì giá khác,2.4827518463134766,4.944748878479004
2,phiếu giảm giá có trừ trực tiếp vào giá bán được không ?,4.072490215301514,5.83757209777832
2,< img src= '' http : //f__d__.comstyles/yahoo/__d__.gif '' class= '' mcesmilie '' alt= '' : drm__d__ '' title= '' drinking smiley : drm__d__ '' >,3.285154104232788,5.2078070640563965
2,tivi sony __d__ inh gia sao ban,2.5814127922058105,4.639024257659912
2,gia bao nhieu v,2.310361385345459,5.057301998138428
2,sữa similac bn v c,3.157695770263672,5.0714826583862305
2,"cụ cho em hỏi con < b > smart tivi sharp __d__ inch lc-__d__le__d__x , full hd , android < /b > dùng tốt hơn samsung , lg ko , giá chỗ cụ thế nào ạ ? < div class= '' messagetextendmarker '' > < /div >",2.489871025085449,5.073808193206787
2,x __d__ f . __d__ in gia bao nhieu ban,2.7898478507995605,5.7209672927856445
2,con hop __d__g thi giá sao ạ,2.3265433311462402,4.590317249298096
2,sữa nan nga bn vậy ?,2.5088555812835693,4.602539539337158
2,giá nhiu z,3.367219924926758,5.144786834716797
2,giá sao ad ơi ?,4.256624221801758,5.813784122467041
2,bn __d__ lon aptamil anh,2.5423271656036377,4.66892671585083
2,cho mình hỏi sữa glico __d__g số __d__ hàng nội địa bao nhiêu __d__ lon,1.9734563827514648,4.649377822875977
2,bn __d__ hop v,2.60983943939209,4.86747932434082
2,hộp __d__gam bao nhieu ah,3.112424373626709,4.929964065551758
2,hàng của lg thì yên tâm về chất lượng và giá cả chị nhỉ,2.232922315597534,4.747311115264893
2,"pass hay sao ạ , giá sao ạ",2.6088039875030518,4.795663356781006
2,thanks shop nhiu,4.191339492797852,5.836103439331055
2,giá tiền sữa pediasure như thế nào hả em ?,2.1229610443115234,4.58039665222168
2,bn v shop,2.4152276515960693,4.789505958557129
2,giá như 😓😓,4.047183513641357,5.648528575897217
2,dương giang có cô bn khá thế,3.753558397293091,5.667807579040527
2,doi nay bn b,3.511262893676758,5.305309295654297
2,cho em hỏi store nào có bán vớ như hình và giá là bao nhiêu ạ,2.4632017612457275,5.226784706115723
2,similac dang goi bnhiu __d__ hop vay ạ,3.3992865085601807,5.1331467628479
2,sony __d__ __d__f bao nhieu ban oi,2.2923872470855713,4.555115222930908
2,optimum gold số__d__ là giá bao nhieu vậy shop,2.540414333343506,4.6504106521606445
2,cho hỏi abot grow __d__ giá s v,2.5902481079101562,4.970521926879883
2,ib giá e shop oi,2.6909985542297363,5.02162504196167
2,xin hỏi sự khác biệt giữa smart tv và internet tv ạdòng nào cao cấp hơn ạ,3.148576259613037,5.3311238288879395
2,"sony có dòng nào __d__k , tần số quét thực __d__hz , không cần smart không ? < div class= '' messagetextendmarker '' > < /div >",2.571756601333618,4.6530656814575195
2,friso __d__ nhiu ạ,3.304234027862549,5.056497573852539
2,hop __d__g bao nhieu tien vay,2.2253243923187256,4.848881244659424
2,< img src= '' https : //i.imgur.com/__d__smqbsn.jpg '' border= '' __d__ '' alt= '' '' > < br > < br > mình toàn mang đi làm < img src= '' http : //i.imgur.com/zfnuzta.gif '' border= '' __d__ '' alt= '' '' > < br > < br > < i > được gửi từ iphone x - < a > vozforums < /a > < /i >,3.7274324893951416,5.848872661590576
2,ti vi sony đời mơi bán bao nhiu vậy,1.8496581315994263,4.714084625244141
2,giá bn ad ơi,2.871096134185791,4.867020130157471
2,cho mình hỏi nếu mình mua online thì tủ lạnh model này giá bn vậy ? có khuyến mãi gì kg ?,2.4393186569213867,4.75917911529541
2,con đó giá sao b ơi ?,2.545553684234619,4.7888264656066895
2,giá k lấy quà là bn,2.357950210571289,4.620156764984131
2,sữa này giá có cao không chị ? bé nhà e thấp còi uống ổn không c,2.336782455444336,4.8793487548828125
1,< img src= '' https : //laz-img-cdn.alicdn.com/tfs/tb__d__btm__d__xqswbunjsszdxxbespxa-__d__-__d__.png '' class= '' pdp-mod-product-badge '' alt= '' badge '' > bộ __d__ lốc sữa nước similac iq __d__ hương vani __d__ml,3.8466453552246094,5.75412654876709
2,gia bn b ?,3.1085729598999023,5.403972625732422
2,giá số trên __d__ tuổi bn tiền ak,2.5672523975372314,4.726680755615234
2,friso so __d__ bao nhieu __d__ họp ban . bao nhieu họp thi duoc tang qua,2.341395378112793,4.588720321655273
2,khuyến mãi __d__k là được giảm giá trực tiếp trên đơn giá hay sao đmay ?,2.992241859436035,5.729611396789551
2,báo giá ?,2.5718374252319336,5.201838493347168
2,giá bao tiền vậy bảo thanh ?,2.328568458557129,5.089846134185791
2,sữa meiji giá nhieu b,3.085005760192871,4.946878433227539
2,bn ak,2.334501266479492,4.653095245361328
2,__d__chai nuoc mam gia bn ạ,3.5555834770202637,5.424335479736328
2,optimum gold __d__ giá bao nhiêu ạ,2.155301809310913,4.737217903137207
2,cho e hoi hop lon bao nhieu fien vay,2.4641048908233643,4.798515796661377
2,__d__ inh bao nhiêu tiền ạ,2.4036014080047607,5.395564556121826
2,tv giờ cứ lg - sony mà chơi.k nuốt nổi tv samsung < div class= '' messagetextendmarker '' > < /div >,2.2150371074676514,4.742575168609619
2,sữa ovaltine được bổ sung thêm dha thì giá có khác sữa cũ ko cậu ?,1.9903393983840942,4.60664176940918
2,cho mình hỏi tivi sony kd- __d__x__d__f giá bnhieu ạ,2.996666669845581,5.103982448577881
2,loại __d__ giá bn vậy ?,2.1233365535736084,4.547262191772461
2,không bao giờ mua với giá đó . dù mình rất thích sản phẩm của samsung < div class= '' messagetextendmarker '' > < /div >,2.3772010803222656,5.404632568359375
2,loại sam sung __d__ inh có trả góp không ạ,3.083223342895508,5.232785701751709
2,cho mình ? so ny smart smart tivi __d__inch __d__k model kd-__d__x__d__e có mấy loại và giá cả cụ thể từng loại sản phẩm này mong được phản hồi xin cãm ơn,2.1341638565063477,4.560153484344482
2,morinaga ekachan . nan pre . similac neosure ..,4.319975852966309,5.851161003112793
2,nếu không lấy máy giặt thì tivi bao nhiêu ah,2.0509440898895264,4.668984889984131
2,bn tien __d__ thung pediasure vay b,2.1838538646698,4.722083568572998
2,quỳnh ngân . đệch . ms đi hỏi giá .,3.3449106216430664,5.857015609741211
2,hop bao nhieu gr vay . giá bao nhieu,2.4964795112609863,5.054823398590088
2,jungha kim bán bao nhiêu,2.0508360862731934,4.796573638916016
2,bn z shop,2.5664870738983154,4.732999324798584
2,mua tv từ __d__ `` trở lên đc giảm giá __d__ % ạ ? vd mua tivi sony __d__x__d__f giá __d__ giảm __d__ % còn __d__ ạ hay như nào ? tư vấn cho e voies,3.322779417037964,5.377800941467285
2,tivi sony __d__in bn,3.5113494396209717,5.297995567321777
2,cho hoi gia ban bao nhiu pt,3.012455940246582,4.994889259338379
2,mua panasonic < img src= '' http : //forums.voz.vnimages/smilies/brick.png '' border= '' __d__ '' alt= '' '' title= '' brick '' class= '' inlineimg '' >,3.4557385444641113,5.331204891204834
2,< span class= '' reply_name myuser '' data-userid= '' __d__ '' > @ anh < /span > : abs phải an toàn hơn không abs chứ,3.8940300941467285,5.861533164978027
2,báo giá e sữa meiji số __d__,3.2445437908172607,5.504261016845703
2,friso __d__ __d__gr nhiu v b,3.1636505126953125,5.055391311645508
2,diẻn tich gia bao nhieu,2.441080331802368,4.647298812866211
2,giá bao nhiêu vậy ? chung cư hả ? hợp đồng bao nhiêu năm ?,2.6771557331085205,5.393641471862793
2,bao nhieu thùng ạ,3.413029193878174,5.283308029174805
2,mua __d__lon optimum gold __d__ bn tiền vậy ? nếu mua nhiều có tính giad khác k ?,2.4591867923736572,4.596530437469482
2,phú thọ thì giá sao ad ơi,2.411237955093384,4.977304935455322
2,cho hỏi giá,2.0883290767669678,4.625130653381348
2,hộp sô __d__ giá bao nhiêu vậy .ở hoài đức có đai li nào ko vậy,2.052839994430542,4.7841997146606445
2,bộ hộp đựng cocacola bao nhiêu,2.4963457584381104,4.823882579803467
2,samsung bn ah,3.1014811992645264,4.99662446975708
2,sony __d__x__d__f giá bao nhiêu,2.578677177429199,4.627304553985596
2,"dòng hp omen __d__ __d__ ti , tính khuyến mãi thì còn bao nhiêu ạ ^^",2.146202325820923,4.579357147216797
2,yến trần gia bao nhiu c,2.5641329288482666,5.4060821533203125
2,yến bn kg ạ,4.084860801696777,5.777213096618652
2,gia nhiêu chi,3.6653122901916504,5.314753532409668
2,mua với giá bao nhiêu thì được freeship vậy chị ?,2.0348963737487793,4.74930477142334
2,giá new là bao nhiêu nhỉ và có chiến đc pupg k,2.5785789489746094,5.118730545043945
2,s vậy bị gj vậy bn gia,3.278090476989746,5.665271759033203
2,sua nay bao nhieu tien ban oi,2.7857420444488525,4.976742744445801
2,xin gia shop oi,3.0186660289764404,4.9294328689575195
